"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"homme";13,626;7,716;-12,621;-6,851;0,001
"voir";-6,882;-6,711;-1,058;30,189;0,536
"candide";-62,392;-67,574;975,834;-59,697;-83,085
"grand";0,588;0,006;-3,979;3,389;-0,226
"donner";-0,003;28,093;-0,04;-7,45;-5,053
"aller";-3,204;-7,515;75,911;-1,179;-12,086
"trouver";-8,994;20,553;-3,227;19,761;-15,581
"jour";-3,383;2,594;-0,352;-2,236;4,382
"mettre";5,447;0,213;3,619;-2,438;-8,825
"oeil";-2,097;-6,958;-6,014;5,149;17,091
"beau";-0,153;0,127;4,742;-0,109;-3,428
"temps";-0,098;28,666;-5,744;-0,999;-2,194
"venir";-4,861;-1,029;2,193;1,811;0,044
"dieu";-0,236;-5,966;-4,371;-5,999;50,423
"coeur";15,359;-0,513;-12,302;-9,987;12,968
"roi";53,813;-7,622;0,106;-9,304;-2,054
"monde";-5,651;0,258;12,604;-2,151;-0,287
"prendre";-4,507;-7,198;26,866;0,303;-1,525
"peuple";8,203;-0,012;-20,797;0,512;2,033
"cunégonde";-19,1;-23,011;317,252;-18,922;-27,707
"répondre";-2,834;-0,004;10,16;-0,827;-0,588
"main";6,161;-1,061;-8,548;-1,096;6,98
"âme";9,496;-1,219;-21,56;-15,408;42,992
"parler";-8,279;1,541;4,314;-10,12;5,161
"nature";7,319;7,131;-22,544;-7,48;5,368
"vérité";-2,317;39,749;-20,098;-10,844;8,419
"rendre";11,922;-3,421;-4,563;-6,118;9,541
"martin";-18,882;-20,242;286,789;-18,68;-22,287
"terre";-0,309;-8,425;1,907;-2,285;10,706
"passer";-2,48;-0,138;11,874;0,224;-4,465
"mort";2,34;-0,266;-4,066;-0,49;3,166
"état";76,886;-5,206;-2,969;-7,001;-2,254
"vie";-1,652;-3,043;-1,483;-0,761;23,256
"femme";-0,078;-1,266;-3,627;-0,884;16,685
"petit";-6,164;-1,171;0,023;23,048;-1,838
"pangloss";-11,773;-14,571;223,638;-15,834;-20,508
"docteur";-3,052;1,809;8,275;-1,396;-2,207
"ville";-1,718;-1,663;-1,044;20,622;-0,635
"siècle";0,24;30,269;-17,071;1,029;-6,128
"devenir";-0,921;15,814;-0,019;-4,819;-0,547
"loi";89,733;0,488;-20,839;-3,429;-8,177
"chose";-6,913;8,427;0,212;6,803;-10,749
"esprit";-0,223;53,81;-11,013;-4,317;-1,687
"tête";4,456;-7,421;-11,895;21,421;-0,024
"premier";-3,324;1,75;0,009;0,835;-0,323
"rester";-0,067;-3,122;1,219;7,13;-2,783
"public";6,013;1,978;-19,184;10,372;-4,596
"porte";-0,067;-1,274;-2,649;13,317;-0,21
"fois";9,007;-1,401;-5,264;-0,409;1,74
"livre";-4,452;18,326;0,278;0,886;-12,747
"cacambo";-14,993;-18,064;229,458;-16,793;-14,493
"seul";5,824;-0,062;-7,03;-0,491;1,878
"sentir";3,87;4,939;-14,676;-3,958;3,227
"chapitre";-2,895;-1,526;9,284;3,492;-4,311
"gens";-9,464;15,96;-0,331;10,704;-12,228
"aimer";-0,674;-7,134;2,317;-4,68;14,082
"maître";-6,911;-4,352;47,22;-3,606;-0,579
"vieux";-10,74;-8,357;133,001;-5,687;-13,05
"pied";1,511;-3,144;-0,014;0,248;0,058
"paraître";-4,479;-2,718;0,263;5,562;0,572
"enfant";-0,208;0,177;-5,759;-0,574;9,619
"arriver";-1,911;-2,29;11,548;0,511;-1,901
"servir";3,874;4,213;-0,051;-0,884;-6,804
"père";-0,127;-2,437;3,705;-4,646;3,526
"perdre";-0,674;-3,936;2,317;-8,215;14,082
"entendre";-8,602;-5,573;2,212;-2,322;22,92
"sortir";-3,664;-0,372;-0,193;1,824;2,171
"idée";-3,484;4,933;-13,488;-4,569;27,058
"coup";0,937;-1,297;-5,214;9,782;-0,167
"voix";-1,277;-1,665;-11,031;-2,03;47,074
"recevoir";0,221;-3,355;0,613;-0,884;1,981
"demander";0,001;-0,018;16,234;-0,995;-8,946
"porter";3,563;-0,234;-5,264;-0,995;3,929
"nation";9,081;21,811;-16,878;-3,641;-1,58
"vertu";69,313;-7,194;-13,784;-3,433;0,272
"penser";-0,563;34,334;-0,808;-1,95;-7,256
"humain";5,757;1,073;-13,86;-4,646;6,661
"heureux";0,535;-0,268;-1,047;-2,763;5,745
"art";8,685;23,168;-18,397;-4,569;-0,885
"peine";-6,332;1,75;-0,698;8,517;-0,771
"lieu";-6,39;0,41;-6,637;5,339;4,313
"raison";0,144;29,792;0,309;-13,687;-6,955
"pays";-2,112;0,32;25,276;-4,288;-5,419
"tomber";0,839;-2,024;-0,687;-9,421;17,643
"présenter";-1,352;1,614;-0,139;3,592;-2,403
"connaître";2,598;13,201;-0,298;-3,154;-7,256
"entrer";-9,477;-3,531;5,674;19,472;-3,729
"étranger";-0,859;-0,535;3,977;3,573;-4,915
"plaisir";-0,505;-3,546;0,001;4,942;0,105
"nouveau";-0,048;32,567;-4,777;-2,595;-2,381
"apercevoir";-8,632;-2,351;-0,088;29,632;-0,449
"mot";-2,211;0,137;-0,687;0,038;2,634
"cher";-1,832;-6,211;43,981;-5,476;-0,753
"reprendre";-3,313;0;0,137;1,036;0,112
"paria";-1,623;4,711;-0,456;-1,818;1,005
"nom";0,186;26,188;-9,102;-0,066;-3,962
"auteur";-6,162;30,714;-12,061;0,972;-0,239
"tenir";-0,653;2,849;-2,779;5,312;-1,83
"regarder";-0,009;-7,632;2,995;-6,869;11,602
"vivre";-6,971;3,564;6,952;0,103;-5,547
"sembler";-0,637;-0,65;-12,061;1,936;13,306
"place";-1,309;-11,671;-5,341;71,758;-1,657
"citoyen";56,51;-5,305;-11,357;0,251;-2,686
"air";-5,601;-11,924;-4,066;20,78;10,059
"long";-0,344;7,284;-1,641;0,016;-0,769
"jeune";4,216;-2,748;0,345;-1,222;0,031
"doux";-3,03;-4,419;-10,172;-1,359;60,915
"former";0,68;4,619;-7,097;0,776;-0,875
"ami";-0,738;0,092;2,912;-5,329;0,845
"force";21,595;-5,529;-11,654;-4,851;12,388
"corps";28,741;-0,198;-8,114;-1,313;-0,218
"baron";-2,438;-2,938;41,675;-2,731;-3,537
"prince";5,184;1,678;-3,158;-0,002;-2,09
"manger";-4,147;-0,001;22,888;-0,114;-6,776
"laisser";-0,009;-1,761;0,751;5,771;-3,049
"ciel";-3,871;-7,291;-2,107;0,11;29,758
"ancien";0,002;5,607;-1,46;4,854;-9,74
"particulier";7,746;13,776;-10,172;-0,139;-6,154
"ouvrage";-0,086;27,512;-13,56;1,808;-5,227
"malheureux";0,93;-3,897;-0,086;-0,701;4,319
"maison";-3,684;-7,045;0,034;8,654;1,742
"lire";-1,576;-0,083;-1,185;2,743;0,89
"génie";14,153;2,145;-8,7;-4,468;0,022
"chercher";-1,093;22,653;-4,691;-0,184;-1,045
"vaisseau";-2,524;-5,494;58,531;-3,247;-5,343
"simple";-1,626;43,246;-9,877;-0,092;-2,829
"jeter";-1,145;-7,648;4,774;-0,114;2,934
"côté";-0,029;-1,014;-8,7;21,409;-0,058
"marcher";-3,13;1,818;-0,572;2,407;-0,146
"espèce";1,299;2,145;-3,147;1,579;-3,251
"bonheur";20,292;-0,445;-2,107;-3,055;-0,106
"apprendre";2,007;1,818;-0,572;-1,168;-0,621
"vrai";2,611;1,253;-1,021;0,167;-3,522
"soleil";-7,803;-2,013;-8,7;0;46,034
"naître";32,144;-4,112;-2,257;-7,807;0,89
"mourir";0,314;-1,592;8,449;-2,609;-0,495
"frère";-0,97;-3,144;18,036;-4,255;0,058
"doute";0,294;0,004;0,598;-1,935;-0,001
"écrire";-5,727;20,758;-1,082;-0,329;-0,376
"utile";-0,027;30,371;-12,96;-0,694;-0,517
"suivre";-2,197;7,291;1,851;-0,722;-3,251
"monarque";8,931;-3,332;-10,764;1,088;1,857
"couvrir";3,346;-1,958;-1,641;-1,611;4,598
"attendre";-3,498;-3,144;9,338;-4,255;4,92
"mademoiselle";-7,179;-8,649;122,69;-8,04;-10,414
"effet";-7,595;2,451;-0,014;6,931;-1,8
"tuer";-3,872;-4,665;49,429;-4,336;-1,613
"trône";27,348;-3,772;-9,288;-3,247;3,518
"honneur";0,056;-0,02;-0,001;2,259;-2,084
"fille";-0,879;-4,854;42,1;-1,285;-6,189
"droit";52,72;-0,054;-5,793;-2,412;-5,897
"sage";6,542;8,843;-6,081;-0,426;-4,169
"ordre";-0,11;1,036;-5,43;8,947;-1,25
"moment";1,511;-4,797;0,454;-0,612;1,064
"souverain";50,319;-0,445;-4,952;-3,055;-3,488
"grâce";-3,75;-0,103;0,049;0,627;1,167
"besoin";1,747;2,788;-8,114;0,023;-0,004
"année";1,55;-1,035;-0,865;10,571;-4,991
"amour";1,812;-5,337;-6,659;-3,01;26,682
"âge";9,715;0,679;-5,984;-0,508;-0,218
"table";-0,63;-6,066;18,424;1,467;-5,547
"revenir";3,201;-1,246;13,566;-3,951;-5,606
"propre";0,925;12,199;-7,822;-0,412;-0,621
"pauvre";-0,048;-1,177;5,895;-0,161;-0,678
"ouvrir";-4,346;-7,898;-0,865;2,008;17,131
"oser";15,256;-3,22;-4,341;0,478;-0,125
"nuit";-2,581;-5,656;-0,34;0,165;15,159
"milieu";-4,546;-3,886;-2,046;7,115;7,433
"humanité";7,119;-1,667;-10,569;-5,971;18,866
"heure";-3,313;-2,939;0,598;5,362;0,112
"regard";-1,576;-2,537;-9,974;0,587;25,675
"palais";-1,145;-0,891;-1,641;38,234;-6,776
"monter";-0,433;-1,035;-0,865;-0,766;10,819
"histoire";-1,565;15,424;0,303;-2,026;-3,366
"bramer";0,192;0,074;0,015;-0,907;0,012
"approcher";-2,412;-5,337;9,31;3,966;-1,712
"pur";0,219;0,27;-6,37;-4,619;12,922
"gloire";-0,033;0,107;-6,949;2,008;1,357
"exemple";27,159;3,198;-4,611;-3,01;-6,776
"charger";-1,565;0,897;1,047;-0,166;-0,178
"vaste";-0,067;-0,042;-9,676;28,913;-2,127
"tour";-0,161;-0,028;-2,273;4,722;0
"savant";-2,013;1,387;12,28;-0,96;-5,915
"mère";1,39;-1,385;-1,893;-3,189;9,534
"meilleur";-6,348;29,497;1,738;-4,843;-4,715
"justice";30,846;-3,001;-4,073;0,096;-2,546
"haut";-0,011;-3,44;-4,611;1,123;9,045
"général";2,104;8,03;-1,447;-1,446;-2,785
"château";-2,438;-2,938;2,561;1,77;0,037
"partir";-0,11;-4,112;18,424;-0,324;-2,343
"mériter";-4,346;9,105;-0,254;3,518;-4,991
"liberté";22,356;-3,44;-4,611;-4,843;2,934
"larme";-6,555;-5,579;2,653;-5,067;24,888
"langue";-1,644;4,287;0,297;-0,651;-0,374
"frapper";-0,433;0,107;-6,949;7,8;0,099
"élever";7,14;-2,148;-9,379;-0,766;8,205
"soin";0,086;-0,324;-0,006;-1,78;2,527
"royaume";7,225;2,832;-1,082;-0,329;-5,897
"remplir";-1,428;-3,886;-5,156;4,909;9,89
"question";-1,623;1,634;-0,456;1,931;-0,474
"payer";0,921;-3,22;13,251;-0,065;-6,482
"mener";-4,9;-3,66;51,626;-0,573;-7,109
"lever";-0,323;-5,904;-0,036;-0,573;13,698
"jouer";-0,067;-5,822;0,449;-1,952;9,89
"arrêter";-2,773;0,024;-0,464;8,663;-0,5
"anglais";0,188;0,04;2,513;-2,046;-0,69
"sujet";-0,011;16,525;-4,611;-0,645;-0,769
"partie";3,201;5,274;-0,001;-6,182;-2,084
"mauvais";-1,464;-2,042;9,149;1,362;-2,755
"manière";5,32;7,751;-3,544;-0,242;-5,606
"lettre";-1,565;-0,002;-1,794;32,374;-7,708
"jésuite";-0,806;-1,362;35,154;-2,642;-6,213
"découvrir";-3,357;3,273;-5,506;0;5,076
"dernier";-0,948;0,139;-0,231;1,143;0
"brûler";0,029;0,139;0,298;-0,344;-0,256
"bras";0,569;-6,65;0,81;-0,981;3,208
"arbre";3,016;-0,014;-1,131;-0,645;0,133
"travail";5,918;-1,773;-6,37;2,683;0,007
"sentiment";-0,192;-3,001;-4,073;-6,646;41,381
"rencontrer";-5,933;-1,592;2,445;10,231;-1,322
"profond";-4,9;-3,66;-2,771;1,843;17,564
"plein";-3,553;-0,054;-2,237;0,803;6,573
"lumière";-3,75;19,233;-4,073;-4,395;2,33
"goût";-4,694;25,111;-0,007;-0,453;-4,449
"garder";-0,806;0,239;2,982;1,436;-6,213
"foule";14,152;-3,44;-9,082;0,016;1,642
"fils";-1,248;-1,949;-0,036;-5,489;21,909
"appeler";-1,644;-2,267;15,578;-0,039;-1,384
"traiter";-2,201;4,604;2,982;-2,642;-0,851
"science";-5,107;51,012;-3,026;-1,837;-3,104
"salle";-2,412;-3,44;-4,611;50,622;-1,712
"présent";-1,729;3,273;1,861;-2,217;-0,27
"plaire";4,159;-6,153;1,326;-0,701;0,025
"permettre";14,887;-0,395;-2,013;-0,242;-0,963
"patrie";48,473;-2,572;-3,544;-3,951;-0,963
"objet";0,086;6,601;-4,882;-3,213;1,357
"mer";2,503;0,375;0,662;-0,161;-5,915
"malheur";0,77;-3,923;2,098;0,001;-0,142
"auguste";-0,344;-3,44;-6,659;0,016;22,409
"argent";-1,828;-2,495;0,919;10,622;-1,613
"écrier";-0,237;-5,656;15,492;-0,453;-0,37
"régner";12,649;-0,103;-8,49;0,627;-0,495
"pièce";-2,581;0,622;0,177;2,209;-1,23
"passion";51,039;-3,44;-4,611;-7,11;0
"parole";0,029;-3,189;9,686;-0,001;-2,338
"offrir";0,109;-2,361;-0,752;0,371;2,134
"nombre";-1,565;-1,081;-5,22;38,414;-1,86
"moyen";-1,729;38,401;-5,506;-0,242;-3,631
"crime";18,678;-3,184;-0,374;-2,96;0,001
"cri";-1,729;-4,373;-7,898;-0,242;41,109
"courir";-2,438;0,224;13,551;-2,731;-1,416
"chef";3,592;-0,252;-1,893;-1,199;1,364
"cause";1,733;2,107;0,298;-2,857;-2,338
"caractère";3,201;3,273;-3,544;-2,217;-0,003
"élevé";-3,872;0,026;-1,562;14,843;-0,519
"tableau";-0,264;10,867;-4,341;-0,065;-0,125
"sang";6,311;-0,828;-2,97;-2,007;2,716
"pensée";-0,948;-0,028;-6,422;10,737;0,267
"pari";-5,52;-1,246;0,81;30,168;-8,007
"orgueil";27,706;-6,153;-7,307;7,777;-5,026
"montrer";-0,039;-2,361;-7,602;0,01;18,364
"misérable";3,201;-0,395;-0,912;0;-0,003
"guerre";4,763;-2,725;-0,069;1,781;-1,849
"front";-0,755;-1,416;-8,194;-4,173;44,2
"fond";14,887;-4,373;-0,912;-0,981;0,164
"feu";0;-4,417;-5,246;8,127;2,716
"cruel";1,046;0,002;-0,719;-1,396;0,976
"commun";0,029;6,404;0,001;-2,857;-1,036
"bientôt";4,752;-1,416;-0,017;-4,173;1,445
"avouer";0,109;-2,361;14,889;-2,026;-1,86
"étendre";-1,729;5,274;-0,912;1,009;-0,963
"valoir";-2,581;-0,632;0,177;13,29;-2,589
"usage";9,889;0,08;0;-0,651;-5,319
"spectacle";-1,248;-0,132;-7,012;25,581;-0,5
"reconnaître";-0,13;2,832;-2,237;1,921;-1,138
"mouton";-2,967;-2,154;62,362;-5,72;-7,408
"juger";0;10,595;-2,771;0,687;-4,737
"joie";-1,01;-7,398;-0,104;-2,808;28,614
"embrasser";-1,729;-0,02;3,341;-6,182;3,208
"digne";7,225;-1,416;-3,808;-0,329;1,445
"conserver";-0,264;14,132;-8,786;-2,808;1,965
"écrivain";-0,948;27,336;-6,422;-2,857;0
"triste";-0,039;-1,081;-1,794;0,371;3,731
"société";0;-0,065;-3,489;0,342;2,478
"secret";-1,896;16,624;-8,194;-1,13;1,445
"pleurer";-3,666;-2,267;5,044;-2,007;4,897
"oreille";-3,357;-6,65;-0,241;1,009;13,244
"intérêt";8,795;19,572;-5,22;-5,951;-5,315
"inde";0,585;-0,732;0,205;0,441;-0,881
"connaissance";-3,161;19,572;-0,752;0,01;-3,366
"bulgare";3,152;-0,976;1,748;-0,907;-1,175
"éternel";0,569;-2,572;-7,898;-0,242;16,821
"écouter";-0,078;0,695;0,19;-2,217;0,164
"univers";-1,729;0,12;-3,544;-0,981;13,244
"philosophe";0,279;-0,773;10,575;-1,653;-2,845
"part";-4,488;13,03;-0,231;0,268;-2,338
"noir";0,043;-3,923;0,718;0,457;0,049
"noble";-3,357;1,746;-0,001;-0,242;0,751
"naturel";2,396;1,39;-0,126;-3,647;-0,142
"jouir";2,981;-0,176;-3,246;0,085;0,144
"gros";-4,283;0,239;10,908;-0,246;-2,091
"gouvernement";0,029;21,985;-4,084;-1,296;-2,338
"europe";0,214;8,265;-0,538;-0,163;-4,13
"esclave";0,93;-6,153;0,035;-0,701;4,319
"empire";48,777;-2,725;-3,524;-0,96;-3,594
"descendre";-0,097;-2,956;-3,803;-1,125;23,364
"dangereux";0,964;0,002;-3,524;3,661;-0,678
"crier";0,739;-5,16;0,023;-2,642;7,51
"composer";-2,847;8,265;-4,074;2,782;-0,566
"bas";-2,201;-5,16;0,023;32,679;-3,878
"abbé";-3,161;-4,135;65,799;-3,73;-7,708
"étonner";-1,565;-4,135;11,465;0,371;-0,798
"voler";-1,248;-1,949;17,937;-0,573;-1,433
"venise";-4,9;-5,904;83,755;-5,489;-7,109
"tirer";-3,052;0,002;1,029;-0,264;0,976
"soutenir";1,159;-0,773;-0,464;1,843;-0,5
"plutôt";-0,13;12,948;-5,793;-4,173;1,445
"nommer";4,763;-1,177;0,662;-4,566;0,062
"grandeur";1,917;-6,401;-5,22;-0,838;18,364
"faible";-1,095;0,622;-6,717;-3,073;19,304
"coupable";17,894;-3,923;-4,659;-0,381;0,674
"cacher";7,407;-3,66;-1,376;-3,291;4,981
"bruit";2,09;-5,16;2,982;-1,125;0,015
"barbare";44,248;-4,665;-5,54;-2,217;-0,029
"abandonner";-2,643;-3,184;-1,633;0,184;16,147
"voisin";0,146;-2,725;0,076;-2,428;5,727
"trait";-0,323;4,934;-4,65;-0,052;0,581
"suivant";-0,621;-0,065;0,045;1,77;-0,249
"souper";-4,488;-5,408;67,985;-5,027;-4,163
"soeur";0,693;-0,125;1,681;-1,59;-0,282
"seulement";-0,161;3,964;0,298;-2,857;-0,256
"saisir";0,182;-2,154;-0,602;-1,837;9,231
"rouge";-3,461;0,169;1,625;-0,008;0,007
"produire";-1,095;1,733;-2,52;4,105;-0,37
"manquer";-0,161;17,216;0,298;-5,027;-4,163
"indien";-1,013;5,193;-1,45;-1,135;0,857
"horrible";0,964;-1,177;-0,641;-2,428;5,727
"douleur";-0,948;-5,408;0,001;-5,027;26,203
"diamant";-3,161;-6,401;82,025;-5,951;-7,708
"craindre";10,261;-5,16;-0,14;-2,642;1,37
"conduire";-0,161;0,832;2,472;-0,344;-2,338
"brillant";-1,095;-3,424;-0,007;0,895;3,582
"avancer";-2,39;-0,5;-0,231;7,425;0
"asseoir";-2,201;-5,16;-6,128;26,541;1,37
"adorer";-4,283;-2,956;-2,03;-2,642;41,005
"académie";-2,581;20,1;-2,52;2,209;-6,81
"sorte";-2,201;10,562;-6,128;5,42;-2,091
"silence";-0,237;-1,749;-4,366;2,209;5,725
"sein";0,005;-1,749;-6,717;-3,073;29,096
"sacré";24,157;-1,949;-7,012;-3,291;1,568
"rire";-1,095;-0,071;-0,34;13,29;-2,589
"prier";-1,644;-0,098;5,044;0,17;-1,384
"possible";-3,666;7,11;0,297;-0,039;-1,384
"moeurs";-0,131;27,67;-4,366;-3,418;-0,752
"lit";0,073;-2,446;0,33;3,092;-0,921
"libre";38,863;-5,656;-4,366;-3,073;0,154
"instant";-4,488;-5,408;-0,231;-0,344;26,203
"fin";-1,464;-2,042;1,625;-3,877;8,937
"ensemble";1,234;0,55;-0,487;-0,802;-0,029
"commettre";-0,019;-1,174;0,003;10,864;-3,834
"bout";-0,806;-1,362;14,653;0,005;-3,878
"vivant";-3,052;15,643;-0,719;-1,396;-0,062
"vieillard";-1,464;-4,17;13,018;0,291;-1,163
"titre";-0,048;1,387;-3,524;6,209;-1,849
"saint";-4,9;-0,773;3,158;-1,653;4,981
"royal";-0,065;0,03;-0,538;0,955;-0,013
"province";1,234;3,617;-0,021;-0,802;-3,312
"physique";-0,948;17,216;-0,989;-2,857;-0,256
"juge";5,795;1,809;-0,719;-3,418;-0,752
"jardin";-1,286;-0,514;4,201;0,001;-0,142
"horreur";-0,161;-3,189;-0,989;-2,857;21,229
"dévorer";1,733;-0,5;-4,084;-2,857;9,446
"blanc";-3,052;-3,677;-4,366;0,674;22,077
"universel";3,568;6,404;-6,422;-1,296;-0,256
"tantôt";-0,81;0,074;0,015;-0,907;1,705
"sublime";-4,488;3,964;-6,422;-1,296;12,85
"majesté";-4,694;-3,424;15,492;-0,018;-0,012
"famille";0,964;0,002;-3,524;-0,96;3,448
"extrême";7,742;-2,725;0,662;0,572;-5,915
"continuer";-4,077;-0,27;5,895;-2,428;1,745
"boire";-0,334;-2,446;13,048;-0,478;-0,921
"assemblée";-3,666;-0,098;-5,246;21,899;-0,002
"appartenir";-0,942;0,03;0,304;2,782;-1,938
"animal";-0,422;0,772;-2,97;1,044;0,269
"affreux";0,214;-1,385;-0,538;-1,199;5,991
"égal";-0,313;0,169;-2,696;-0,008;3,339
"vertueux";0,551;-2,042;-2,696;-3,877;17,237
"vendre";-3,461;-2,042;42,573;-1,8;-5,021
"tromper";-2,847;0,03;-0,538;0,955;1,364
"temple";-3,666;-4,417;-5,246;16,565;4,897
"sensible";-0,048;0,375;-5,834;-4,566;16,011
"seigneur";-1,623;0,149;1,046;0,228;-0,474
"répandre";-1,828;1,747;-1,562;-0,091;2,189
"remarquer";-2,581;8,409;-6,717;6,584;-1,23
"religion";-0,67;1,387;-0,069;-4,566;3,448
"poète";0,109;7,023;-2,157;0,024;-2,207
"pendre";-1,827;-0,412;10,151;-0,325;-0,69
"morale";-0,542;13,269;-1,562;0,085;-3,312
"genre";1,39;2,324;-4,074;-1,199;0,278
"fruit";0,366;-1,174;-0,374;-0,082;1,856
"français";-3,052;0,48;12,231;-0,264;-4,427
"forme";-0,215;24,705;-4,659;0,001;-4,724
"environner";-0,806;-1,362;-6,128;0,402;14,342
"entier";1,39;-3,43;-1,893;0,082;3,268
"discours";-1,644;-2,267;15,578;-0,651;-0,374
"degré";-3,461;2,68;-4,953;-3,877;17,237
"dame";-4,283;-5,16;48,716;-4,797;-0,851
"bois";-1,216;-0,033;0,41;-0,013;0,389
"aussitôt";-3,052;-1,6;28,726;-1,396;-2,207
"assurer";-3,256;5,967;2,098;0,001;-4,724
"éloigner";-2,201;0,239;-3,803;8,368;0,015
"toucher";3,534;-0,098;0;0,17;-3,032
"source";-0,131;15,643;-2,157;-1,396;-0,752
"ridicule";-0,131;10,907;-4,366;0,024;-0,752
"riche";-0,215;-3,923;0,061;10,635;-0,952
"respect";-0,215;-3,923;-4,659;1,748;10,347
"quartier";-2,643;1,037;-3,781;10,864;-0,397
"précieux";2,396;3,279;-2,425;-1,596;-0,142
"oublier";0,378;-0,098;0;1,044;-1,384
"occuper";-3,872;-2,495;-0,487;10,622;0,864
"matière";1,234;13,269;-3,246;-0,091;-5,617
"luxe";6,822;2,324;-4,074;-0,163;-1,938
"juif";0;-0,033;0,41;-0,013;-0,124
"inquisiteur";-1,827;0,04;15,892;-2,046;-2,65
"immense";-4,283;-0,378;-2,03;16,179;0,015
"image";0,075;0,239;-6,128;-0,246;4,916
"honnête";1,234;0,026;4,254;-2,217;-3,312
"guide";-2,013;-0,27;-5,834;9,428;1,745
"froid";-3,461;-0,665;-4,953;-1,8;34,753
"défendre";-1,216;8,461;-1,74;-0,013;-0,124
"couleur";-0,942;0,03;-1,893;5,563;-0,013
"changer";-1,644;19,842;-2,97;0,17;-3,032
"capitaine";-1,827;-2,201;22,914;-2,046;-0,69
"apporter";1,817;1,037;1,927;-2,96;-3,834
"affaire";1,234;0,55;6,835;-4,336;-5,617
"étonnant";0,378;4,287;-5,246;-0,039;-0,002
"épouser";0,384;-0,256;-0,456;-1,818;3,415
"travailler";0,77;-0,007;0,718;-3,647;0,049
"tragédie";-1,112;10,907;-0,052;-1,396;-0,752
"théâtre";-4,077;5,331;-1,793;13,315;-5,915
"terrible";7,257;-2,042;-4,953;-1,8;5,8
"suite";4,922;-3,923;-0,126;6,837;-4,724
"songer";-0,422;-2,267;0;-4,106;15,268
"rue";-2,643;-1,174;-1,633;16,102;0,001
"représenter";-4,077;-4,912;-3,524;23,1;1,745
"rang";0,075;0,239;-3,803;8,368;-2,091
"présence";-0,422;-4,417;-0,347;-2,007;20,002
"principe";-0,097;4,604;-2,03;-2,642;1,37
"politique";9,889;0,08;-5,246;0,17;-1,384
"partager";-1,644;-4,417;-0,347;2,662;4,897
"nécessaire";23,087;0,55;-3,246;-0,802;-5,617
"livrer";-1,828;-4,665;-1,562;-0,802;28,399
"inspirer";1,556;-0,828;-5,246;-2,007;11,173
"infortuné";0,109;-3,677;-0,052;-3,418;11,984
"imprimer";-1,286;0,299;-4,659;0,001;6,853
"habitant";-3,052;0,48;-2,157;-1,396;11,984
"gagner";-0,422;-0,828;20,375;-2,007;-3,032
"funeste";2,941;3,99;-4,366;-3,418;0,137
"france";-1,286;0,299;10,576;-0,381;-4,724
"fortune";17,308;-0,014;-3,197;-0,001;-3,241
"figure";-1,464;-0,041;-1,121;9,294;-0,247
"fameux";-0,472;13,607;-1,131;-0,001;-3,241
"erreur";-0,313;28,26;-4,953;-3,877;-0,247
"envoyer";0,073;-2,446;19,112;-2,274;-2,945
"emporter";-0,107;1,634;-2,322;0,228;0,025
"eau";-1,42;-1,71;0,152;6,974;-0,282
"don";21,413;-2,938;-1,379;-0,822;-0,249
"courage";0,739;-0,378;-2,03;-2,642;7,51
"chemin";-0,621;-0,065;2,561;1,77;-3,537
"campagne";3,592;-3,43;-1,893;9,298;-1,938
"aventure";-3,872;-4,665;57,496;-4,336;-3,312
"attacher";-0,422;10,644;-2,97;-0,039;-0,374
"annoncer";-1,286;-1,819;-4,659;-0,381;25,134
"angleterre";3,016;-0,014;1,231;-0,645;-3,241
"éclairer";6,822;0,03;-4,074;-0,163;-0,013
"échapper";-0,131;0,002;-2,157;-1,396;8,085
"véritable";2,503;-1,177;-3,524;13,315;-3,594
"visage";-3,461;-4,17;0,012;-0,511;17,237
"verser";-0,065;-1,385;6,144;-3,189;0,278
"tendre";0,043;-0,514;0,061;-3,647;4,076
"soldat";0,192;0,074;-1,159;0,114;0,012
"secours";-0,019;5,854;-1,633;-1,008;0,001
"remettre";2,35;-0,97;-0,231;1,77;-1,416
"raisonner";-3,256;5,967;7,027;-1,596;-4,724
"perfection";-1,828;3,617;-5,54;-2,217;9,793
"pareil";-3,256;-0,514;-0,914;15,269;-0,142
"monument";-1,464;-0,041;-4,953;13,512;0,007
"misère";0,188;-0,412;0,616;-2,046;0,584
"maladie";-1,644;19,842;-0,347;-0,651;-3,032
"honte";0,015;4,692;-3,197;2,351;-3,241
"honorer";-2,234;-0,773;-1,131;2,351;3,267
"fureur";-0,778;2,954;-1,633;-2,96;4,105
"fleur";-1,42;-1,71;-0,268;0,476;4,754
"fermer";6,311;-0,828;-1,337;-0,039;-0,002
"faiblesse";-0,015;-0,999;-3,246;-0,091;9,793
"espagnol";-3,052;-0,375;35,765;-3,418;-4,427
"enseigner";3,856;2,655;-0,893;-2,274;-0,921
"empereur";1,246;0,001;1,779;-2,274;-0,921
"effort";15,962;-0,665;-2,696;0,291;-2,755
"détruire";0,577;23,501;-3,489;-2,731;-3,537
"disputer";-2,03;-0,586;4,381;0,016;-0,041
"curieux";-1,286;-1,819;0,718;10,635;-2,479
"crainte";9,608;-3,677;-2,157;2,215;-0,752
"couronner";-0,215;-1,819;-4,659;42,159;-4,724
"contraire";0,77;18,822;-4,659;-3,647;-0,952
